item_id,order_id,product_id,quantity,unit_price
50200,10080,3058,1,3320.24
50201,10080,3007,5,8009.35
50202,10081,3067,1,2135.05
50203,10082,3021,2,5368.53
50204,10082,3052,5,9740.53
50205,10082,3020,4,2084.50
50206,10082,3068,5,3066.38
50207,10083,3038,5,4757.40
50208,10083,3039,3,1521.84
50209,10084,3003,4,8310.63
50210,10085,3067,5,2135.05
50211,10085,3065,3,4583.45
50212,10086,3060,1,788.12
50213,10086,3036,1,5720.11
50214,10087,3070,5,7205.13
50215,10087,3001,4,2786.82
50216,10087,3055,1,5489.82
50217,10087,3015,2,6900.82
50218,10088,3052,5,9740.53
50219,10088,3051,1,6245.66
50220,10088,3017,5,1119.72
50221,10088,3002,2,8781.78
50222,10089,3031,5,1147.68
50223,10090,3059,1,1843.12
50224,10091,3054,3,7863.71
50225,10091,3025,3,2144.12
50226,10092,3028,2,3181.64
50227,10092,3042,3,7907.91
50228,10092,3049,3,7944.07
50229,10093,3001,3,2786.82
50230,10093,3011,2,8238.17
50231,10093,3023,3,1658.21
50232,10093,3002,2,8781.78
50233,10094,3028,5,3181.64
50234,10094,3053,1,3472.07
50235,10094,3003,2,8310.63
50236,10095,3059,2,1843.12
50237,10095,3047,1,5127.70
50238,10096,3035,4,9738.45
50239,10096,3058,1,3320.24
50240,10097,3049,1,7944.07
50241,10097,3058,2,3320.24
50242,10098,3032,2,4321.01
50243,10098,3049,3,7944.07
50244,10098,3041,1,7025.18
50245,10099,3046,3,7701.62
50246,10099,3029,5,5450.71
50247,10099,3055,1,5489.82
50248,10100,3048,4,3325.11
50249,10100,3036,3,5720.11
50250,10100,3003,5,8310.63
50251,10100,3032,5,4321.01
50252,10101,3016,5,3398.57
50253,10101,3046,4,7701.62
50254,10102,3032,4,4321.01
50255,10102,3067,4,2135.05
50256,10102,3048,2,3325.11
50257,10102,3036,2,5720.11
50258,10103,3030,1,386.03
50259,10103,3055,4,5489.82
50260,10104,3060,5,788.12
50261,10104,3068,1,3066.38
50262,10104,3053,2,3472.07
50263,10104,3037,3,1061.90
50264,10105,3063,1,8882.89
50265,10105,3023,3,1658.21
50266,10105,3018,2,321.55
50267,10106,3024,1,9586.15
50268,10106,3022,4,6743.13
50269,10106,3053,4,3472.07
50270,10106,3017,4,1119.72
50271,10107,3059,5,1843.12
50272,10108,3023,5,1658.21
50273,10108,3025,5,2144.12
50274,10108,3045,5,4665.29
50275,10108,3049,2,7944.07
50276,10109,3028,5,3181.64
50277,10109,3042,4,7907.91
50278,10110,3066,5,6193.16
50279,10110,3060,2,788.12
50280,10110,3064,3,7594.07
50281,10110,3058,4,3320.24
50282,10111,3039,1,1521.84
50283,10112,3033,2,6200.52
50284,10112,3068,1,3066.38
50285,10113,3032,2,4321.01
50286,10113,3013,5,3936.12
50287,10113,3042,5,7907.91
50288,10114,3011,2,8238.17
50289,10114,3020,4,2084.50
50290,10115,3004,1,5297.49
50291,10116,3038,3,4757.40
50292,10117,3060,4,788.12
50293,10118,3009,2,7350.17
50294,10118,3040,1,9136.33
50295,10119,3010,1,7776.78
50296,10119,3028,1,3181.64
50297,10119,3039,2,1521.84
50298,10120,3042,2,7907.91
50299,10120,3020,1,2084.50
50300,10120,3070,5,7205.13
50301,10120,3061,5,3340.34
50302,10121,3042,2,7907.91
50303,10121,3050,3,4067.08
50304,10121,3039,1,1521.84
50305,10121,3021,3,5368.53
50306,10122,3008,2,1982.10
50307,10122,3067,2,2135.05
50308,10123,3030,4,386.03
50309,10123,3004,4,5297.49
50310,10123,3063,5,8882.89
50311,10124,3034,5,8191.68
50312,10125,3017,4,1119.72
50313,10125,3070,5,7205.13
50314,10125,3005,2,3803.74
50315,10125,3048,1,3325.11
50316,10126,3061,3,3340.34
50317,10127,3001,5,2786.82
50318,10127,3058,4,3320.24
50319,10128,3013,4,3936.12
50320,10128,3068,2,3066.38
50321,10128,3056,3,6658.86
50322,10128,3043,1,4586.50
50323,10129,3032,3,4321.01
50324,10129,3040,1,9136.33
50325,10129,3063,2,8882.89
50326,10130,3029,4,5450.71
50327,10130,3010,5,7776.78
50328,10130,3025,3,2144.12
50329,10131,3013,4,3936.12
50330,10131,3002,4,8781.78
50331,10131,3007,2,8009.35
50332,10131,3064,2,7594.07
50333,10132,3064,3,7594.07
50334,10133,3029,4,5450.71
50335,10134,3023,1,1658.21
50336,10135,3043,5,4586.50
50337,10135,3010,2,7776.78
50338,10136,3025,2,2144.12
50339,10136,3027,3,5782.42
50340,10136,3059,2,1843.12
50341,10136,3006,3,9141.20
50342,10137,3036,5,5720.11
50343,10137,3058,5,3320.24
50344,10137,3037,1,1061.90
50345,10138,3064,4,7594.07
50346,10138,3056,5,6658.86
50347,10138,3004,4,5297.49
50348,10139,3029,1,5450.71
50349,10139,3041,1,7025.18
50350,10140,3053,1,3472.07
50351,10140,3042,5,7907.91
50352,10140,3010,3,7776.78
50353,10140,3061,1,3340.34
50354,10141,3031,1,1147.68
50355,10141,3022,3,6743.13
50356,10141,3069,3,9192.17
50357,10141,3045,4,4665.29
50358,10142,3033,5,6200.52
50359,10142,3005,1,3803.74
50360,10143,3066,3,6193.16
50361,10143,3001,5,2786.82
50362,10143,3045,1,4665.29
50363,10144,3042,4,7907.91
50364,10145,3035,2,9738.45
50365,10145,3051,5,6245.66
50366,10145,3047,1,5127.70
50367,10146,3007,1,8009.35
50368,10146,3063,3,8882.89
50369,10146,3061,1,3340.34
50370,10146,3001,5,2786.82
50371,10147,3002,3,8781.78
50372,10147,3040,3,9136.33
50373,10148,3070,3,7205.13
50374,10149,3032,5,4321.01
50375,10150,3023,5,1658.21
50376,10150,3011,1,8238.17
50377,10151,3049,2,7944.07
50378,10151,3051,1,6245.66
50379,10152,3066,5,6193.16
50380,10152,3048,5,3325.11
50381,10153,3036,5,5720.11
50382,10153,3003,1,8310.63
50383,10153,3057,2,1230.80
50384,10153,3069,4,9192.17
50385,10154,3021,4,5368.53
50386,10154,3044,3,4804.81
50387,10154,3012,4,2130.35
50388,10155,3027,3,5782.42
50389,10155,3031,4,1147.68
50390,10156,3026,2,2782.42
50391,10156,3008,5,1982.10
50392,10157,3039,5,1521.84
50393,10157,3034,1,8191.68
50394,10157,3003,4,8310.63
50395,10157,3065,4,4583.45
50396,10158,3065,5,4583.45
50397,10159,3006,5,9141.20
50398,10159,3022,3,6743.13
50399,10159,3016,2,3398.57
50400,10159,3012,1,2130.35
50401,10160,3026,2,2782.42
50402,10161,3049,3,7944.07
50403,10161,3013,5,3936.12
50404,10161,3043,3,4586.50
50405,10161,3069,5,9192.17
50406,10162,3044,2,4804.81
50407,10163,3031,5,1147.68
50408,10163,3024,4,9586.15
50409,10163,3016,1,3398.57
50410,10163,3015,3,6900.82
50411,10164,3021,2,5368.53
50412,10164,3019,5,6423.62
50413,10164,3003,4,8310.63
50414,10164,3041,1,7025.18
50415,10165,3062,3,995.28
50416,10165,3035,4,9738.45
50417,10165,3047,1,5127.70
50418,10165,3036,5,5720.11
50419,10166,3026,4,2782.42
50420,10166,3011,1,8238.17
50421,10167,3050,2,4067.08
50422,10167,3010,5,7776.78
50423,10167,3044,3,4804.81
50424,10168,3063,4,8882.89
50425,10168,3050,2,4067.08
50426,10168,3053,2,3472.07
50427,10168,3017,3,1119.72
50428,10169,3001,2,2786.82
50429,10169,3047,4,5127.70
50430,10169,3030,1,386.03
50431,10169,3002,5,8781.78
50432,10170,3003,4,8310.63
50433,10170,3017,5,1119.72
50434,10170,3048,4,3325.11
50435,10171,3028,4,3181.64
50436,10172,3007,1,8009.35
50437,10172,3043,4,4586.50
50438,10172,3051,4,6245.66
50439,10172,3031,2,1147.68
50440,10173,3002,5,8781.78
50441,10173,3048,1,3325.11
50442,10173,3006,4,9141.20
50443,10173,3017,3,1119.72
50444,10174,3070,5,7205.13
50445,10175,3002,2,8781.78
50446,10176,3016,2,3398.57
50447,10177,3031,1,1147.68
50448,10178,3047,1,5127.70
50449,10178,3018,5,321.55
50450,10179,3044,4,4804.81
50451,10179,3021,3,5368.53
50452,10179,3026,5,2782.42
50453,10180,3047,4,5127.70
50454,10180,3030,1,386.03
50455,10180,3015,1,6900.82
50456,10180,3024,5,9586.15
50457,10181,3006,4,9141.20
50458,10181,3018,3,321.55
50459,10181,3060,3,788.12
50460,10181,3045,3,4665.29
50461,10182,3018,3,321.55
50462,10182,3006,5,9141.20
50463,10182,3041,5,7025.18
50464,10183,3037,5,1061.90
50465,10183,3043,1,4586.50
50466,10183,3029,1,5450.71
50467,10184,3016,5,3398.57
50468,10185,3045,3,4665.29
50469,10185,3068,3,3066.38
50470,10185,3028,4,3181.64
50471,10185,3037,4,1061.90
50472,10186,3022,2,6743.13
50473,10186,3048,1,3325.11
50474,10187,3064,4,7594.07
50475,10187,3007,1,8009.35
50476,10187,3041,2,7025.18
50477,10187,3053,4,3472.07
50478,10188,3054,2,7863.71
50479,10189,3070,4,7205.13
50480,10189,3055,1,5489.82
50481,10189,3004,3,5297.49
50482,10190,3020,2,2084.50
50483,10190,3054,2,7863.71
50484,10190,3052,3,9740.53
50485,10190,3003,1,8310.63
50486,10191,3065,1,4583.45
50487,10191,3047,3,5127.70
50488,10191,3004,2,5297.49
50489,10192,3009,4,7350.17
50490,10193,3012,4,2130.35
50491,10193,3055,1,5489.82
50492,10194,3055,5,5489.82
50493,10194,3007,4,8009.35
50494,10194,3045,5,4665.29
50495,10195,3048,2,3325.11
50496,10196,3033,1,6200.52
50497,10196,3039,2,1521.84
50498,10197,3042,4,7907.91
50499,10197,3040,5,9136.33
50500,10198,3008,3,1982.10
50501,10198,3049,2,7944.07
50502,10198,3034,1,8191.68
50503,10199,3060,4,788.12
50504,10199,3007,1,8009.35
50505,10199,3041,5,7025.18
50506,10200,3068,5,3066.38
50507,10201,3056,4,6658.86
50508,10201,3039,3,1521.84
50509,10201,3052,4,9740.53
50510,10201,3028,1,3181.64
50511,10202,3025,5,2144.12
50512,10202,3042,4,7907.91
50513,10203,3059,3,1843.12
50514,10203,3051,4,6245.66
50515,10203,3001,1,2786.82
50516,10204,3032,4,4321.01
50517,10204,3062,1,995.28
50518,10205,3032,5,4321.01
50519,10205,3001,2,2786.82
50520,10205,3013,2,3936.12
50521,10206,3047,4,5127.70
50522,10207,3031,5,1147.68
50523,10207,3028,4,3181.64
50524,10207,3025,2,2144.12
50525,10207,3019,2,6423.62
50526,10208,3052,3,9740.53
50527,10208,3038,1,4757.40
50528,10209,3018,2,321.55
50529,10209,3042,2,7907.91
50530,10210,3059,2,1843.12
50531,10210,3049,4,7944.07
50532,10210,3024,4,9586.15
50533,10210,3034,2,8191.68
50534,10211,3029,3,5450.71
50535,10211,3069,2,9192.17
50536,10212,3018,2,321.55
50537,10213,3003,3,8310.63
50538,10213,3013,1,3936.12
50539,10214,3055,5,5489.82
50540,10215,3030,5,386.03
50541,10215,3023,3,1658.21
50542,10216,3018,4,321.55
50543,10216,3028,1,3181.64
50544,10216,3039,5,1521.84
50545,10217,3002,3,8781.78
50546,10217,3062,3,995.28
50547,10218,3043,3,4586.50
50548,10219,3017,4,1119.72
50549,10219,3050,3,4067.08
50550,10219,3008,4,1982.10
50551,10220,3026,5,2782.42
50552,10221,3016,1,3398.57
50553,10221,3004,4,5297.49
50554,10222,3032,2,4321.01
50555,10222,3028,4,3181.64
50556,10222,3020,2,2084.50
50557,10223,3064,4,7594.07
50558,10223,3058,4,3320.24
50559,10224,3027,4,5782.42
50560,10224,3010,5,7776.78
50561,10225,3051,4,6245.66
50562,10226,3062,1,995.28
50563,10226,3004,2,5297.49
50564,10226,3057,5,1230.80
50565,10227,3007,1,8009.35
50566,10227,3031,3,1147.68
50567,10227,3049,5,7944.07
50568,10228,3022,2,6743.13
50569,10228,3065,3,4583.45
50570,10228,3039,1,1521.84
50571,10229,3061,3,3340.34
50572,10230,3017,4,1119.72
50573,10231,3003,3,8310.63
50574,10231,3056,5,6658.86
50575,10231,3061,2,3340.34
50576,10232,3059,5,1843.12
50577,10232,3054,1,7863.71
50578,10232,3018,4,321.55
50579,10232,3048,2,3325.11
50580,10233,3006,2,9141.20
50581,10234,3025,3,2144.12
50582,10234,3066,4,6193.16
50583,10234,3046,1,7701.62
50584,10234,3052,3,9740.53
50585,10235,3035,1,9738.45
50586,10235,3041,5,7025.18
50587,10235,3063,2,8882.89
50588,10235,3027,5,5782.42
50589,10236,3070,5,7205.13
50590,10236,3036,5,5720.11
50591,10236,3010,4,7776.78
50592,10236,3033,1,6200.52
50593,10237,3041,5,7025.18
50594,10237,3002,2,8781.78
50595,10237,3037,2,1061.90
50596,10238,3056,2,6658.86
50597,10238,3038,2,4757.40
50598,10238,3028,5,3181.64
50599,10238,3017,3,1119.72
50600,10239,3013,1,3936.12
50601,10239,3017,1,1119.72
50602,10239,3021,3,5368.53
50603,10239,3069,5,9192.17
50604,10240,3044,1,4804.81
50605,10240,3030,1,386.03
50606,10240,3033,1,6200.52
50607,10241,3058,2,3320.24
50608,10241,3056,2,6658.86
50609,10242,3068,4,3066.38
50610,10242,3039,3,1521.84
50611,10243,3021,4,5368.53
50612,10243,3044,4,4804.81
50613,10244,3009,2,7350.17
50614,10244,3066,2,6193.16
50615,10244,3065,2,4583.45
50616,10244,3068,4,3066.38
50617,10245,3008,1,1982.10
50618,10245,3043,4,4586.50
50619,10245,3070,5,7205.13
50620,10245,3038,1,4757.40
50621,10246,3010,4,7776.78
50622,10246,3026,3,2782.42
50623,10246,3033,4,6200.52
50624,10246,3048,5,3325.11
50625,10247,3051,5,6245.66
50626,10247,3004,4,5297.49
50627,10247,3042,4,7907.91
50628,10248,3050,2,4067.08
50629,10248,3025,1,2144.12
50630,10248,3070,5,7205.13
50631,10249,3020,1,2084.50
50632,10249,3026,5,2782.42
50633,10249,3051,1,6245.66
50634,10249,3016,5,3398.57
50635,10250,3054,4,7863.71
50636,10250,3011,4,8238.17
50637,10251,3001,4,2786.82
50638,10251,3013,3,3936.12
50639,10252,3041,4,7025.18
50640,10252,3058,3,3320.24
50641,10252,3065,3,4583.45
50642,10253,3067,4,2135.05
50643,10253,3052,3,9740.53
50644,10253,3042,1,7907.91
50645,10253,3046,2,7701.62
50646,10254,3061,1,3340.34
50647,10254,3056,1,6658.86
50648,10254,3036,1,5720.11
50649,10255,3068,4,3066.38
50650,10255,3058,5,3320.24
50651,10255,3044,2,4804.81
50652,10255,3067,3,2135.05
50653,10256,3046,1,7701.62
50654,10257,3049,1,7944.07
50655,10257,3046,2,7701.62
50656,10257,3033,2,6200.52
50657,10257,3042,3,7907.91
50658,10258,3034,5,8191.68
50659,10258,3009,5,7350.17
50660,10258,3066,4,6193.16
50661,10259,3001,2,2786.82
50662,10259,3019,5,6423.62
50663,10259,3026,4,2782.42
50664,10260,3003,4,8310.63
50665,10260,3066,1,6193.16
50666,10260,3030,1,386.03
50667,10260,3041,4,7025.18
50668,10261,3032,4,4321.01
50669,10262,3006,3,9141.20
50670,10262,3039,2,1521.84
50671,10263,3066,1,6193.16
50672,10263,3053,2,3472.07
50673,10264,3043,1,4586.50
50674,10265,3004,1,5297.49
50675,10265,3036,2,5720.11
50676,10266,3002,5,8781.78
50677,10266,3056,4,6658.86
50678,10266,3009,5,7350.17
50679,10267,3063,2,8882.89
50680,10267,3018,5,321.55
50681,10267,3035,3,9738.45
50682,10267,3044,1,4804.81
50683,10268,3047,5,5127.70
50684,10268,3050,3,4067.08
50685,10269,3039,3,1521.84
50686,10270,3060,2,788.12
50687,10271,3049,5,7944.07
50688,10271,3063,1,8882.89
50689,10271,3039,5,1521.84
50690,10272,3064,1,7594.07
50691,10272,3029,3,5450.71
50692,10272,3033,5,6200.52
50693,10273,3018,4,321.55
50694,10274,3022,5,6743.13
50695,10275,3035,2,9738.45
50696,10275,3019,1,6423.62
50697,10275,3006,3,9141.20
50698,10276,3043,3,4586.50
50699,10276,3067,5,2135.05
50700,10277,3060,2,788.12
50701,10278,3020,1,2084.50
50702,10278,3006,5,9141.20
50703,10278,3030,4,386.03
50704,10279,3061,4,3340.34
50705,10279,3037,3,1061.90
50706,10279,3069,5,9192.17
50707,10279,3056,3,6658.86
50708,10280,3040,1,9136.33
50709,10281,3035,1,9738.45
50710,10281,3067,5,2135.05
50711,10281,3021,5,5368.53
50712,10281,3026,2,2782.42
50713,10282,3067,3,2135.05
50714,10282,3051,1,6245.66
50715,10282,3066,5,6193.16
50716,10283,3021,4,5368.53
50717,10283,3032,1,4321.01
50718,10283,3029,3,5450.71
50719,10283,3022,5,6743.13
50720,10284,3036,4,5720.11
50721,10284,3022,3,6743.13
50722,10284,3059,5,1843.12
50723,10284,3054,2,7863.71
50724,10285,3057,2,1230.80
50725,10286,3050,4,4067.08
50726,10287,3028,3,3181.64
50727,10287,3012,1,2130.35
50728,10288,3060,5,788.12
50729,10289,3038,4,4757.40
50730,10289,3019,3,6423.62
50731,10290,3040,4,9136.33
50732,10290,3054,2,7863.71
50733,10290,3003,2,8310.63
50734,10291,3059,2,1843.12
50735,10291,3019,4,6423.62
50736,10292,3058,5,3320.24
50737,10293,3020,2,2084.50
50738,10294,3061,1,3340.34
50739,10294,3008,4,1982.10
50740,10295,3035,1,9738.45
50741,10295,3070,5,7205.13
50742,10295,3058,3,3320.24
50743,10296,3058,4,3320.24
50744,10296,3042,4,7907.91
50745,10296,3034,4,8191.68
50746,10296,3010,3,7776.78
50747,10297,3026,5,2782.42
50748,10297,3068,5,3066.38
50749,10297,3010,5,7776.78
50750,10298,3058,2,3320.24
50751,10299,3066,4,6193.16
50752,10299,3009,5,7350.17
50753,10299,3046,1,7701.62
50754,10299,3042,5,7907.91
50755,10300,3048,2,3325.11
50756,10300,3066,4,6193.16
50757,10300,3050,5,4067.08
50758,10301,3065,5,4583.45
50759,10301,3034,5,8191.68
50760,10302,3053,2,3472.07
50761,10302,3027,1,5782.42
50762,10302,3068,4,3066.38
50763,10302,3003,4,8310.63
50764,10303,3020,2,2084.50
50765,10304,3014,3,139.69
50766,10304,3024,1,9586.15
50767,10304,3015,5,6900.82
50768,10304,3004,5,5297.49
50769,10305,3020,5,2084.50
50770,10306,3013,4,3936.12
50771,10306,3066,1,6193.16
50772,10306,3018,4,321.55
50773,10306,3004,4,5297.49
50774,10307,3016,1,3398.57
50775,10308,3017,5,1119.72
50776,10308,3029,5,5450.71
50777,10308,3062,2,995.28
50778,10308,3019,4,6423.62
50779,10309,3029,5,5450.71
50780,10309,3036,4,5720.11
50781,10310,3059,3,1843.12
50782,10310,3006,1,9141.20
50783,10310,3032,4,4321.01
50784,10311,3042,5,7907.91
50785,10311,3059,2,1843.12
50786,10311,3066,2,6193.16
50787,10311,3053,3,3472.07
50788,10312,3058,4,3320.24
50789,10312,3002,2,8781.78
50790,10312,3063,1,8882.89
50791,10313,3028,3,3181.64
50792,10313,3013,3,3936.12
50793,10314,3006,1,9141.20
50794,10314,3041,3,7025.18
50795,10314,3057,2,1230.80
50796,10315,3068,4,3066.38
50797,10316,3067,3,2135.05
50798,10316,3036,3,5720.11
50799,10317,3040,3,9136.33
50800,10318,3014,3,139.69
50801,10318,3010,1,7776.78
50802,10319,3062,2,995.28
50803,10319,3007,2,8009.35
50804,10319,3014,3,139.69
50805,10320,3026,4,2782.42
50806,10321,3015,5,6900.82
50807,10321,3042,1,7907.91
50808,10321,3051,1,6245.66
50809,10321,3069,5,9192.17
50810,10322,3058,2,3320.24
50811,10322,3069,3,9192.17
50812,10322,3007,3,8009.35
50813,10322,3019,3,6423.62
50814,10323,3066,4,6193.16
50815,10323,3038,5,4757.40
50816,10323,3034,3,8191.68
50817,10323,3053,1,3472.07
50818,10324,3055,1,5489.82
50819,10324,3039,1,1521.84
50820,10325,3028,2,3181.64
50821,10325,3018,4,321.55
50822,10325,3041,5,7025.18
50823,10325,3062,2,995.28
50824,10326,3046,5,7701.62
50825,10327,3047,4,5127.70
50826,10327,3058,2,3320.24
50827,10327,3021,1,5368.53
50828,10327,3019,5,6423.62
50829,10328,3027,3,5782.42
50830,10328,3005,5,3803.74
50831,10328,3018,3,321.55
50832,10328,3012,3,2130.35
50833,10329,3030,3,386.03
50834,10329,3023,1,1658.21
50835,10330,3048,5,3325.11
50836,10330,3009,2,7350.17
50837,10330,3045,5,4665.29
50838,10330,3033,4,6200.52
50839,10331,3004,3,5297.49
50840,10331,3060,4,788.12
50841,10331,3027,4,5782.42
50842,10331,3039,3,1521.84
50843,10332,3023,5,1658.21
50844,10332,3016,3,3398.57
50845,10332,3045,1,4665.29
50846,10332,3046,4,7701.62
50847,10333,3015,4,6900.82
50848,10333,3055,1,5489.82
50849,10333,3009,3,7350.17
50850,10334,3021,2,5368.53
50851,10335,3066,1,6193.16
50852,10336,3010,3,7776.78
50853,10336,3037,3,1061.90
50854,10336,3013,4,3936.12
50855,10336,3030,4,386.03
50856,10337,3033,5,6200.52
50857,10338,3063,3,8882.89
50858,10338,3058,1,3320.24
50859,10339,3017,4,1119.72
50860,10339,3069,3,9192.17
50861,10340,3026,2,2782.42
50862,10340,3004,4,5297.49
50863,10341,3004,1,5297.49
50864,10341,3050,5,4067.08
50865,10341,3024,2,9586.15
50866,10342,3049,5,7944.07
50867,10342,3058,4,3320.24
50868,10342,3059,4,1843.12
50869,10342,3016,4,3398.57
50870,10343,3010,4,7776.78
50871,10343,3001,2,2786.82
50872,10343,3018,3,321.55
50873,10343,3041,2,7025.18
50874,10344,3018,2,321.55
50875,10345,3029,5,5450.71
50876,10345,3035,5,9738.45
