order_id,customer_id,order_date,total_amount,status,city
10123,1709,2022-05-10,67148.53,Delivered,Surat
10124,1536,2023-04-07,40958.40,Delivered,Lucknow
10125,1626,2023-12-10,51437.12,Delivered,Lucknow
10126,1735,2023-05-27,10021.02,Delivered,Nashik
10127,1643,2022-11-05,27215.06,Delivered,Surat
10128,1572,2022-08-30,46440.32,Cancelled,Bhopal
10129,1098,2023-09-26,39865.14,Cancelled,Ludhiana
10130,1520,2022-08-13,67119.10,Delivered,Kolkata
10131,1284,2022-02-24,82078.44,Delivered,Bhopal
10132,1702,2023-05-01,22782.21,Delivered,Pune
10133,1687,2022-02-14,21802.84,Delivered,Surat
10134,1292,2022-08-03,1658.21,Delivered,Kolkata
10135,1632,2023-04-10,38486.06,Delivered,Vadodara
10136,1948,2023-07-05,52745.34,Delivered,Agra
10137,1497,2023-06-12,46263.65,Delivered,Vadodara
10138,1739,2023-04-01,84860.54,Delivered,Surat
10139,1430,2022-07-23,12475.89,Delivered,Hyderabad
10140,1236,2022-04-23,69682.30,Delivered,Agra
10141,1243,2023-02-27,67614.74,Shipped,Agra
10142,1913,2022-08-14,34806.34,Cancelled,Chennai
10143,1497,2022-02-25,37178.87,Delivered,Vadodara
10144,1222,2023-09-17,31631.64,Shipped,Agra
10145,1383,2022-05-20,55832.90,Delivered,Faridabad
10146,1648,2023-01-03,51932.46,Delivered,Lucknow
10147,1344,2022-05-11,53754.33,Cancelled,Nagpur
10148,1062,2022-10-15,21615.39,Shipped,Nagpur
10149,1470,2023-03-05,21605.05,Delivered,Bangalore
10150,1226,2022-10-30,16529.22,Cancelled,Surat
10151,1928,2022-06-24,22133.80,Cancelled,Kolkata
10152,1876,2022-08-24,47591.35,Cancelled,Ahmedabad
10153,1501,2022-08-10,76141.46,Shipped,Ahmedabad
10154,1286,2022-01-15,44409.95,Delivered,Lucknow
10155,1254,2022-12-02,21937.98,Delivered,Surat
10156,1914,2023-08-29,15475.34,Cancelled,Indore
10157,1920,2022-01-06,67377.20,Delivered,Delhi
10158,1042,2023-04-27,22917.25,Cancelled,Hyderabad
10159,1035,2023-03-12,74862.88,Shipped,Patna
10160,1830,2023-12-15,5564.84,Shipped,Bhopal
10161,1508,2022-09-04,103233.16,Delivered,Jaipur
10162,1710,2023-02-21,9609.62,Delivered,Nagpur
10163,1368,2022-10-30,68184.03,Delivered,Mumbai
10164,1017,2023-05-07,83122.86,Delivered,Delhi
10165,1721,2023-04-16,75667.89,Cancelled,Pune
10166,1025,2023-04-11,19367.85,Delivered,Agra
10167,1896,2023-12-22,61432.49,Delivered,Mumbai
10168,1642,2023-04-21,53969.02,Delivered,Delhi
10169,1882,2023-10-05,70379.37,Delivered,Indore
10170,1544,2022-02-03,52141.56,Delivered,Bangalore
10171,1715,2023-09-20,12726.56,Delivered,Indore
10172,1807,2023-12-03,53633.35,Delivered,Ludhiana
10173,1754,2022-02-26,87157.97,Delivered,Hyderabad
10174,1910,2022-02-22,36025.65,Delivered,Kolkata
10175,1477,2023-09-26,17563.56,Delivered,Bangalore
10176,1180,2023-10-26,6797.14,Delivered,Ahmedabad
10177,1575,2023-12-28,1147.68,Delivered,Lucknow
10178,1343,2022-09-02,6735.45,Shipped,Bangalore
10179,1756,2023-08-18,49236.93,Delivered,Delhi
10180,1772,2022-08-19,75728.40,Delivered,Mumbai
10181,1516,2023-11-28,53889.68,Delivered,Agra
10182,1065,2023-01-17,81796.55,Shipped,Chennai
10183,1514,2023-06-24,15346.71,Shipped,Mumbai
10184,1727,2023-06-29,16992.85,Cancelled,Faridabad
10185,1922,2022-10-27,40169.17,Delivered,Lucknow
10186,1820,2023-11-21,16811.37,Delivered,Faridabad
10187,1193,2023-04-14,66324.27,Shipped,Patna
10188,1920,2022-07-03,15727.42,Delivered,Delhi
10189,1112,2022-06-18,50202.81,Delivered,Pune
10190,1509,2022-06-04,57428.64,Cancelled,Ludhiana
10191,1975,2023-10-05,30561.53,Shipped,Patna
10192,1993,2023-11-30,29400.68,Delivered,Kolkata
10193,1486,2022-12-22,14011.22,Delivered,Agra
10194,1299,2022-07-13,82812.95,Delivered,Pune
10195,1855,2023-06-17,6650.22,Shipped,Jaipur
10196,1593,2022-12-18,9244.20,Delivered,Jaipur
10197,1498,2023-08-31,77313.29,Cancelled,Hyderabad
10198,1863,2023-07-16,30026.12,Delivered,Pune
10199,1581,2022-05-16,46287.73,Delivered,Ahmedabad
10200,1176,2022-09-24,15331.90,Delivered,Hyderabad
10201,1995,2022-10-23,73344.72,Delivered,Mumbai
10202,1152,2022-12-28,42352.24,Delivered,Ludhiana
10203,1634,2022-06-14,33298.82,Delivered,Lucknow
10204,1187,2022-06-29,18279.32,Delivered,Hyderabad
10205,1166,2022-09-01,35050.93,Delivered,Ahmedabad
10206,1589,2022-05-10,20510.80,Delivered,Indore
10207,1189,2022-07-30,35600.44,Delivered,Ahmedabad
10208,1682,2022-11-21,33978.99,Delivered,Jaipur
10209,1382,2023-04-05,16458.92,Delivered,Surat
10210,1547,2022-11-05,90190.48,Delivered,Kolkata
10211,1415,2023-05-27,34736.47,Shipped,Patna
10212,1951,2022-11-24,643.10,Cancelled,Ahmedabad
10213,2000,2023-06-04,28868.01,Delivered,Surat
10214,1486,2022-10-24,27449.10,Cancelled,Agra
10215,1683,2022-05-31,6904.78,Shipped,Bhopal
10216,1347,2023-12-07,12077.04,Shipped,Vadodara
10217,1922,2022-02-11,29331.18,Cancelled,Lucknow
10218,1120,2022-11-12,13759.50,Cancelled,Nashik
10219,1862,2022-08-14,24608.52,Delivered,Indore
10220,1335,2022-02-26,13912.10,Delivered,Nagpur
10221,1598,2023-06-24,24588.53,Delivered,Delhi
10222,1201,2022-01-24,25537.58,Shipped,Kolkata
10223,1694,2023-11-19,43657.24,Cancelled,Agra
10224,1404,2022-07-19,62013.58,Cancelled,Pune
10225,1620,2023-06-08,24982.64,Delivered,Ahmedabad
10226,1408,2022-06-01,17744.26,Shipped,Surat
10227,1379,2023-01-31,51172.74,Delivered,Surat
10228,1354,2022-12-26,28758.45,Shipped,Lucknow
10229,1896,2023-07-29,10021.02,Shipped,Mumbai
10230,1760,2023-03-02,4478.88,Delivered,Jaipur
10231,1168,2023-03-11,64906.87,Shipped,Hyderabad
10232,1143,2023-08-25,25015.73,Delivered,Ludhiana
10233,1213,2022-11-07,18282.40,Cancelled,Ahmedabad
10234,1344,2022-03-09,68128.21,Cancelled,Nagpur
10235,1775,2023-01-20,91542.23,Shipped,Hyderabad
10236,1655,2022-10-07,101933.84,Cancelled,Bhopal
10237,1474,2023-12-29,54813.26,Delivered,Nashik
10238,1205,2022-07-10,42099.88,Delivered,Nagpur
10239,1568,2023-05-18,67122.28,Delivered,Jaipur
10240,1855,2023-08-23,11391.36,Cancelled,Jaipur
10241,1758,2023-04-20,19958.20,Delivered,Agra
10242,1158,2022-09-26,16831.04,Shipped,Bangalore
10243,1128,2023-11-01,40693.36,Delivered,Chennai
10244,1428,2022-07-03,48519.08,Delivered,Bangalore
10245,1030,2022-05-03,61111.15,Shipped,Mumbai
10246,1994,2022-03-10,80882.01,Delivered,Bangalore
10247,1596,2023-05-08,84049.90,Delivered,Nagpur
10248,1644,2023-12-04,46303.93,Delivered,Faridabad
10249,1383,2023-06-09,39235.11,Delivered,Faridabad
10250,1866,2022-09-23,64407.52,Delivered,Bhopal
10251,1150,2022-11-24,22955.64,Delivered,Chennai
10252,1366,2022-06-17,51811.79,Delivered,Surat
10253,1430,2023-10-14,61072.94,Delivered,Hyderabad
10254,1050,2022-10-24,15719.31,Delivered,Indore
10255,1527,2022-07-18,44881.49,Delivered,Agra
10256,1784,2022-04-07,7701.62,Delivered,Mumbai
10257,1557,2022-11-27,59472.08,Delivered,Chennai
10258,1278,2023-12-03,102481.89,Delivered,Patna
10259,1099,2023-07-02,48821.42,Delivered,Patna
10260,1014,2022-05-21,67922.43,Delivered,Faridabad
10261,1798,2023-05-12,17284.04,Delivered,Delhi
10262,1105,2022-08-12,30467.28,Delivered,Agra
10263,1852,2022-07-12,13137.30,Cancelled,Jaipur
10264,1629,2023-12-08,4586.50,Cancelled,Surat
10265,1867,2023-06-29,16737.71,Delivered,Vadodara
10266,1428,2023-04-17,107295.19,Delivered,Bangalore
10267,1839,2022-05-15,53393.69,Shipped,Ludhiana
10268,1357,2022-11-16,37839.74,Delivered,Ahmedabad
10269,1837,2023-03-29,4565.52,Cancelled,Vadodara
10270,1536,2022-12-17,1576.24,Delivered,Lucknow
10271,1030,2022-05-02,56212.44,Delivered,Mumbai
10272,1705,2022-08-21,54948.80,Delivered,Surat
10273,1134,2022-03-22,1286.20,Delivered,Ahmedabad
10274,1080,2022-01-20,33715.65,Shipped,Mumbai
10275,1044,2022-07-21,53324.12,Cancelled,Delhi
10276,1608,2022-03-02,24434.75,Delivered,Agra
10277,1045,2022-03-09,1576.24,Delivered,Kolkata
10278,1773,2022-04-09,49334.62,Cancelled,Surat
10279,1211,2023-08-25,82484.49,Delivered,Surat
10280,1687,2022-12-26,9136.33,Delivered,Surat
10281,1867,2022-10-12,52821.19,Delivered,Vadodara
10282,1361,2022-06-14,43616.61,Cancelled,Surat
10283,1248,2023-06-02,75862.91,Delivered,Jaipur
10284,1840,2023-08-16,68052.85,Cancelled,Patna
10285,1223,2022-07-16,2461.60,Delivered,Hyderabad
10286,1924,2023-07-05,16268.32,Delivered,Nagpur
10287,1947,2022-08-08,11675.27,Shipped,Lucknow
10288,1376,2023-12-16,3940.60,Shipped,Nagpur
10289,1690,2022-04-20,38300.46,Delivered,Mumbai
10290,1389,2023-03-11,68894.00,Delivered,Vadodara
10291,1418,2022-04-26,29380.72,Delivered,Nagpur
10292,1127,2023-04-23,16601.20,Delivered,Vadodara
10293,1508,2023-01-05,4169.00,Cancelled,Jaipur
10294,1740,2022-02-11,11268.74,Shipped,Faridabad
10295,1119,2023-01-30,55724.82,Cancelled,Chennai
10296,1754,2022-11-16,101009.66,Shipped,Hyderabad
10297,1232,2023-07-22,68127.90,Shipped,Ludhiana
10298,1194,2022-03-13,6640.48,Shipped,Surat
10299,1962,2023-11-27,108764.66,Delivered,Surat
10300,1691,2023-05-19,51758.26,Shipped,Indore
10301,1449,2023-06-20,63875.65,Delivered,Kolkata
10302,1123,2022-05-27,58234.60,Cancelled,Indore
10303,1105,2022-06-22,4169.00,Delivered,Agra
10304,1347,2022-07-25,70996.77,Shipped,Vadodara
10305,1126,2022-08-27,10422.50,Shipped,Bangalore
10306,1286,2024-01-01,44413.80,Cancelled,Lucknow
10307,1280,2023-10-22,3398.57,Delivered,Surat
10308,1488,2023-11-14,60537.19,Shipped,Indore
10309,1497,2023-06-08,50133.99,Shipped,Vadodara
10310,1111,2022-05-06,31954.60,Shipped,Vadodara
10311,1237,2023-10-06,66028.32,Delivered,Patna
10312,1102,2022-02-24,39727.41,Shipped,Patna
10313,1695,2022-01-28,21353.28,Shipped,Jaipur
10314,1620,2023-11-27,32678.34,Delivered,Ahmedabad
10315,1637,2023-10-01,12265.52,Delivered,Chennai
10316,1677,2023-06-17,23565.48,Shipped,Pune
10317,1207,2022-10-28,27408.99,Shipped,Patna
10318,1517,2022-09-25,8195.85,Cancelled,Bhopal
10319,1560,2022-01-19,18428.33,Delivered,Ludhiana
10320,1441,2022-05-02,11129.68,Delivered,Vadodara
10321,1874,2023-01-21,94618.52,Delivered,Pune
10322,1034,2022-07-01,77515.90,Delivered,Kolkata
10323,1906,2023-12-25,76606.75,Shipped,Bhopal
10324,1138,2022-11-16,7011.66,Shipped,Lucknow
10325,1783,2022-04-23,44765.94,Shipped,Agra
10326,1676,2023-07-22,38508.10,Cancelled,Mumbai
10327,1482,2023-05-03,64637.91,Delivered,Bangalore
10328,1519,2022-02-27,43721.66,Shipped,Bangalore
10329,1606,2023-01-22,2816.30,Delivered,Nagpur
10330,1785,2022-10-19,79454.42,Delivered,Faridabad
10331,1605,2022-02-16,46740.15,Delivered,Kolkata
10332,1358,2023-08-21,53958.53,Delivered,Mumbai
10333,1390,2022-04-10,55143.61,Delivered,Agra
10334,1422,2022-12-26,10737.06,Delivered,Nashik
10335,1254,2022-08-29,6193.16,Cancelled,Surat
10336,1087,2023-12-06,43804.64,Delivered,Agra
10337,1118,2022-12-12,31002.60,Cancelled,Delhi
10338,1334,2022-02-08,29968.91,Shipped,Chennai
10339,1582,2023-06-12,32055.39,Delivered,Delhi
10340,1021,2023-12-14,26754.80,Delivered,Indore
10341,1325,2023-01-22,44805.19,Delivered,Indore
10342,1587,2022-04-11,73968.07,Delivered,Ahmedabad
10343,1708,2023-11-23,51695.77,Shipped,Delhi
10344,1515,2023-11-15,643.10,Cancelled,Jaipur
10345,1307,2023-01-08,75945.80,Delivered,Vadodara
10346,1509,2023-10-13,15553.56,Delivered,Ludhiana
10347,1861,2023-07-03,60469.61,Delivered,Patna
10348,1049,2022-11-01,67007.20,Shipped,Kolkata
10349,1824,2022-08-20,40339.17,Delivered,Vadodara
10350,1735,2023-08-16,5529.36,Delivered,Nashik
10351,1280,2022-03-10,37913.74,Cancelled,Surat
10352,1487,2023-03-14,62843.86,Delivered,Nagpur
10353,1668,2022-11-06,64296.59,Delivered,Vadodara
10354,1444,2023-11-11,53734.78,Delivered,Chennai
10355,1425,2023-02-16,24176.28,Cancelled,Bhopal
10356,1465,2023-11-19,88090.02,Delivered,Agra
10357,1903,2022-01-20,74946.56,Cancelled,Surat
10358,1884,2022-07-11,7941.47,Delivered,Surat
10359,1677,2023-04-24,73116.34,Cancelled,Pune
10360,1829,2023-09-22,9786.12,Shipped,Kolkata
10361,1958,2023-08-03,29109.53,Delivered,Chennai
10362,1535,2022-07-25,8314.82,Delivered,Patna
10363,1247,2022-06-04,23723.73,Delivered,Nagpur
10364,1865,2023-03-22,35299.48,Delivered,Jaipur
10365,1650,2022-07-28,12386.32,Delivered,Vadodara
10366,1844,2022-10-21,9199.14,Delivered,Nashik
10367,1704,2023-09-08,1982.10,Delivered,Delhi
10368,1117,2022-06-03,63034.63,Delivered,Mumbai
10369,1817,2022-11-14,12401.04,Cancelled,Jaipur
10370,1447,2023-03-09,57791.38,Delivered,Delhi
10371,1207,2022-06-13,1843.12,Delivered,Patna
10372,1265,2022-10-12,48702.65,Delivered,Patna
10373,1660,2022-02-13,23676.54,Shipped,Faridabad
10374,1802,2022-01-21,36813.98,Delivered,Nashik
10375,1322,2023-09-09,19911.46,Delivered,Surat
10376,1923,2023-02-21,19172.30,Delivered,Pune
10377,1407,2022-05-24,47930.75,Cancelled,Chennai
10378,1753,2023-05-28,42334.35,Cancelled,Nagpur
10379,1681,2023-08-18,39268.49,Cancelled,Vadodara
10380,1258,2023-05-24,7025.18,Delivered,Hyderabad
10381,1615,2022-05-06,65962.18,Delivered,Faridabad
10382,1338,2023-08-22,15834.94,Delivered,Ahmedabad
10383,1958,2023-03-10,6041.66,Delivered,Chennai
10384,1180,2022-08-08,30650.23,Shipped,Ahmedabad
10385,1419,2022-09-18,40914.88,Delivered,Kolkata
10386,1503,2023-07-01,30338.50,Delivered,Agra
10387,1325,2023-07-13,29744.39,Delivered,Indore
10388,1987,2022-10-12,38561.58,Delivered,Indore
10389,1372,2023-05-02,24235.00,Delivered,Delhi
10390,1022,2023-10-23,20452.90,Cancelled,Bangalore
10391,1036,2023-11-10,48742.19,Delivered,Bangalore
10392,1708,2023-11-19,50320.55,Cancelled,Delhi
10393,1394,2022-11-13,64044.85,Delivered,Lucknow
10394,1925,2023-12-03,67223.58,Delivered,Pune
10395,1879,2023-03-30,54306.09,Shipped,Bangalore
10396,1950,2022-09-19,26576.65,Delivered,Delhi
10397,1305,2022-08-04,39389.45,Delivered,Surat
10398,1938,2023-03-26,52936.15,Shipped,Nashik
10399,1809,2022-02-04,38590.82,Delivered,Bangalore
10400,1843,2023-05-19,5124.28,Shipped,Ahmedabad
10401,1949,2022-12-07,21474.12,Delivered,Agra
10402,1845,2022-06-14,102240.86,Cancelled,Bangalore
10403,1068,2022-12-27,45691.11,Cancelled,Chennai
10404,1756,2022-12-01,31228.30,Delivered,Delhi
10405,1781,2022-02-23,30467.68,Delivered,Faridabad
10406,1646,2023-03-31,7863.71,Delivered,Ahmedabad
10407,1004,2023-02-15,64975.36,Delivered,Agra
10408,1322,2023-08-13,5048.82,Delivered,Surat
10409,1256,2023-06-13,15188.14,Delivered,Delhi
10410,1868,2023-09-01,22186.63,Delivered,Ludhiana
10411,1463,2023-05-05,49249.17,Delivered,Faridabad
10412,1267,2022-06-27,15718.08,Delivered,Surat
10413,1819,2022-10-16,41601.68,Shipped,Hyderabad
10414,1377,2022-07-06,31230.84,Shipped,Ludhiana
10415,1968,2023-08-08,8855.86,Delivered,Kolkata
10416,1946,2023-07-26,84682.12,Delivered,Faridabad
10417,1929,2022-04-02,13801.64,Delivered,Ahmedabad
10418,1269,2023-12-20,48867.83,Delivered,Indore
10419,1411,2023-09-25,33879.17,Delivered,Pune
10420,1153,2022-04-02,25855.25,Delivered,Nashik
10421,1970,2023-08-04,17345.93,Cancelled,Indore
10422,1446,2023-04-10,20634.99,Shipped,Agra
10423,1122,2022-08-18,63381.20,Delivered,Hyderabad
10424,1969,2022-09-30,55333.70,Shipped,Kolkata
10425,1392,2022-05-14,50295.12,Delivered,Lucknow
10426,1615,2022-08-09,558.76,Delivered,Faridabad
10427,1745,2023-11-25,5309.50,Delivered,Surat
10428,1419,2022-05-30,5297.49,Delivered,Kolkata
10429,1242,2023-09-25,54199.35,Delivered,Bhopal
10430,1379,2023-08-20,91930.61,Shipped,Surat
10431,1088,2022-01-11,17604.64,Delivered,Pune
10432,1998,2023-12-11,39720.43,Delivered,Surat
10433,1731,2023-01-28,17347.26,Cancelled,Nagpur
10434,1263,2022-03-16,29736.06,Delivered,Jaipur
10435,1054,2022-12-07,44414.45,Shipped,Bangalore
10436,1931,2022-12-29,28912.10,Cancelled,Nashik
10437,1727,2022-02-16,42847.19,Cancelled,Faridabad
10438,1635,2023-01-26,13416.11,Shipped,Nashik
10439,1688,2023-01-15,964.65,Cancelled,Kolkata
10440,1043,2023-08-18,20124.74,Delivered,Bhopal
10441,1516,2023-05-20,72822.40,Shipped,Agra
10442,1136,2022-04-02,89366.05,Cancelled,Jaipur
10443,1444,2022-05-26,5738.40,Delivered,Chennai
10444,1046,2022-05-11,15214.96,Delivered,Pune
10445,1766,2023-01-05,65133.45,Delivered,Chennai
10446,1925,2022-09-27,16449.21,Delivered,Pune
10447,1530,2022-11-17,15553.56,Delivered,Vadodara
10448,1324,2023-05-19,9173.00,Delivered,Nagpur
10449,1570,2023-11-05,36565.84,Shipped,Bangalore
10450,1055,2022-07-13,67380.77,Delivered,Indore
10451,1188,2022-02-06,5573.64,Delivered,Chennai
10452,1723,2023-04-24,85412.90,Shipped,Surat
10453,1042,2023-03-29,59313.82,Cancelled,Hyderabad
10454,1497,2023-04-14,22917.68,Delivered,Vadodara
10455,1127,2022-12-24,47271.79,Delivered,Vadodara
10456,1185,2022-06-22,34620.12,Delivered,Indore
10457,1577,2023-11-11,52064.96,Cancelled,Lucknow
10458,1995,2022-01-05,20066.19,Cancelled,Mumbai
10459,1185,2023-03-03,60576.94,Delivered,Indore
10460,1787,2023-05-26,61870.64,Delivered,Ahmedabad
10461,1027,2022-10-19,84949.04,Delivered,Ludhiana
10462,1404,2023-01-18,17827.96,Delivered,Pune
10463,1858,2022-11-28,25285.91,Delivered,Ahmedabad
10464,1472,2023-12-26,2573.25,Shipped,Nashik
10465,1644,2022-10-03,51247.17,Delivered,Faridabad
10466,1338,2022-02-14,74143.85,Shipped,Ahmedabad
10467,1333,2023-08-06,9223.46,Delivered,Mumbai
10468,1821,2023-10-22,37278.55,Delivered,Ludhiana
10469,1762,2022-03-14,3604.49,Cancelled,Nagpur
10470,1391,2022-04-05,48281.43,Delivered,Faridabad
10471,1246,2023-02-13,7545.26,Delivered,Kolkata
10472,1167,2023-02-02,66535.00,Delivered,Bangalore
10473,1663,2023-11-01,22896.79,Delivered,Bhopal
10474,1503,2023-03-19,8051.58,Delivered,Agra
10475,1926,2023-12-03,37683.12,Delivered,Agra
10476,1682,2022-04-09,29365.44,Cancelled,Jaipur
10477,1205,2023-05-17,28822.50,Shipped,Nagpur
10478,1488,2022-10-02,47061.35,Shipped,Indore
10479,1093,2023-03-09,97092.59,Cancelled,Bangalore
10480,1191,2023-03-21,51628.61,Delivered,Agra
10481,1042,2023-06-10,45388.94,Shipped,Hyderabad
10482,1693,2022-08-18,4565.52,Delivered,Pune
10483,1954,2023-05-23,15745.33,Cancelled,Mumbai
10484,1086,2022-10-25,78745.24,Delivered,Ludhiana
10485,1929,2023-05-05,45013.69,Delivered,Ahmedabad
10486,1701,2022-11-04,68846.60,Cancelled,Delhi
10487,1438,2022-10-30,34955.17,Cancelled,Surat
